STATENAME,URL,WEBSITE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity  Surveillance and Reports""""",Level 01,Minimal,Oct-20-2018,42,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity  Surveillance and Reports""""",Level 01,Minimal,Oct-27-2018,43,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity  Surveillance and Reports""""",Level 01,Minimal,Nov-03-2018,44,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity  Surveillance and Reports""""",Level 01,Minimal,Nov-10-2018,45,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity  Surveillance and Reports""""",Level 01,Minimal,Nov-17-2018,46,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity  Surveillance and Reports""""",Level 02,Minimal,Nov-24-2018,47,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity  Surveillance and Reports""""",Level 02,Minimal,Dec-01-2018,48,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity  Surveillance and Reports""""",Level 02,Minimal,Dec-08-2018,49,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity  Surveillance and Reports""""",Level 04,Low,Dec-15-2018,50,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity  Surveillance and Reports""""",Level 05,Low,Dec-22-2018,51,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity  Surveillance and Reports""""",Level 05,Low,Jan-12-2019,2,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity  Surveillance and Reports""""",Level 06,Moderate,Jan-05-2019,1,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity  Surveillance and Reports""""",Level 07,Moderate,Dec-29-2018,52,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity  Surveillance and Reports""""",Level 08,High,Jan-26-2019,4,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity  Surveillance and Reports""""",Level 07,Moderate,Jan-19-2019,3,2018-19
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update""""",Level 01,Minimal,Oct-06-2018,40,2018-19
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update""""",Level 01,Minimal,Oct-13-2018,41,2018-19
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update""""",Level 01,Minimal,Oct-20-2018,42,2018-19
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update""""",Level 02,Minimal,Oct-27-2018,43,2018-19
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update""""",Level 02,Minimal,Nov-03-2018,44,2018-19
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update""""",Level 03,Minimal,Nov-10-2018,45,2018-19
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update""""",Level 03,Minimal,Nov-17-2018,46,2018-19
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update""""",Level 03,Minimal,Nov-24-2018,47,2018-19
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update""""",Level 03,Minimal,Dec-01-2018,48,2018-19
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update""""",Level 03,Minimal,Dec-08-2018,49,2018-19
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update""""",Level 04,Low,Dec-15-2018,50,2018-19
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update""""",Level 04,Low,Dec-22-2018,51,2018-19
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update""""",Level 05,Low,Jan-12-2019,2,2018-19
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update""""",Level 06,Moderate,Jan-05-2019,1,2018-19
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update""""",Level 06,Moderate,Jan-19-2019,3,2018-19
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update""""",Level 07,Moderate,Dec-29-2018,52,2018-19
North Carolina,http://www.flu.nc.gov/%20,"""North Carolina Influenza Update""",Level 09,High,Jan-26-2019,4,2018-19
North Dakota,http://www.ndflu.com/default.aspx,"Influenza""""",Level 01,Minimal,Oct-06-2018,40,2018-19
North Dakota,http://www.ndflu.com/default.aspx,"Influenza""""",Level 01,Minimal,Oct-13-2018,41,2018-19
North Dakota,http://www.ndflu.com/default.aspx,"Influenza""""",Level 01,Minimal,Oct-20-2018,42,2018-19
North Dakota,http://www.ndflu.com/default.aspx,"Influenza""""",Level 01,Minimal,Oct-27-2018,43,2018-19
North Dakota,http://www.ndflu.com/default.aspx,"Influenza""""",Level 01,Minimal,Nov-03-2018,44,2018-19
North Dakota,http://www.ndflu.com/default.aspx,"Influenza""""",Level 01,Minimal,Nov-10-2018,45,2018-19
North Dakota,http://www.ndflu.com/default.aspx,"Influenza""""",Level 01,Minimal,Nov-17-2018,46,2018-19
North Dakota,http://www.ndflu.com/default.aspx,"Influenza""""",Level 01,Minimal,Nov-24-2018,47,2018-19
North Dakota,http://www.ndflu.com/default.aspx,"Influenza""""",Level 01,Minimal,Dec-01-2018,48,2018-19
North Dakota,http://www.ndflu.com/default.aspx,"Influenza""""",Level 01,Minimal,Dec-08-2018,49,2018-19
North Dakota,http://www.ndflu.com/default.aspx,"Influenza""""",Level 01,Minimal,Dec-15-2018,50,2018-19
North Dakota,http://www.ndflu.com/default.aspx,"Influenza""""",Level 01,Minimal,Dec-22-2018,51,2018-19
North Dakota,http://www.ndflu.com/default.aspx,"Influenza""""",Level 01,Minimal,Jan-12-2019,2,2018-19
North Dakota,http://www.ndflu.com/default.aspx,"""Influenza""",Level 02,Minimal,Jan-26-2019,4,2018-19
North Dakota,http://www.ndflu.com/default.aspx,"Influenza""""",Level 03,Minimal,Dec-29-2018,52,2018-19
North Dakota,http://www.ndflu.com/default.aspx,"Influenza""""",Level 03,Minimal,Jan-05-2019,1,2018-19
North Dakota,http://www.ndflu.com/default.aspx,"Influenza""""",Level 03,Minimal,Jan-19-2019,3,2018-19
Ohio,http://www.flu.ohio.gov%20,"Influenza Information""""",Level 01,Minimal,Oct-06-2018,40,2018-19
Ohio,http://www.flu.ohio.gov%20,"Influenza Information""""",Level 01,Minimal,Oct-13-2018,41,2018-19
Ohio,http://www.flu.ohio.gov%20,"Influenza Information""""",Level 01,Minimal,Oct-20-2018,42,2018-19
Ohio,http://www.flu.ohio.gov%20,"Influenza Information""""",Level 01,Minimal,Oct-27-2018,43,2018-19
Ohio,http://www.flu.ohio.gov%20,"Influenza Information""""",Level 01,Minimal,Nov-03-2018,44,2018-19
Ohio,http://www.flu.ohio.gov%20,"Influenza Information""""",Level 01,Minimal,Nov-10-2018,45,2018-19
Ohio,http://www.flu.ohio.gov%20,"Influenza Information""""",Level 01,Minimal,Nov-17-2018,46,2018-19
Ohio,http://www.flu.ohio.gov%20,"Influenza Information""""",Level 01,Minimal,Nov-24-2018,47,2018-19
Ohio,http://www.flu.ohio.gov%20,"Influenza Information""""",Level 01,Minimal,Dec-01-2018,48,2018-19
Ohio,http://www.flu.ohio.gov%20,"Influenza Information""""",Level 01,Minimal,Dec-08-2018,49,2018-19
Ohio,http://www.flu.ohio.gov%20,"Influenza Information""""",Level 01,Minimal,Dec-15-2018,50,2018-19
Ohio,http://www.flu.ohio.gov%20,"Influenza Information""""",Level 01,Minimal,Dec-22-2018,51,2018-19
Ohio,http://www.flu.ohio.gov%20,"Influenza Information""""",Level 01,Minimal,Jan-05-2019,1,2018-19
Ohio,http://www.flu.ohio.gov%20,"Influenza Information""""",Level 01,Minimal,Jan-12-2019,2,2018-19
Ohio,http://www.flu.ohio.gov%20,"Influenza Information""""",Level 01,Minimal,Jan-19-2019,3,2018-19
Ohio,http://www.flu.ohio.gov%20,"""Influenza Information""",Level 02,Minimal,Jan-26-2019,4,2018-19
Ohio,http://www.flu.ohio.gov%20,"Influenza Information""""",Level 04,Low,Dec-29-2018,52,2018-19
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,"Influenza Information""""",Level 01,Minimal,Oct-06-2018,40,2018-19
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,"Influenza Information""""",Level 01,Minimal,Oct-13-2018,41,2018-19
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,"Influenza Information""""",Level 01,Minimal,Oct-20-2018,42,2018-19
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,"Influenza Information""""",Level 10,High,Dec-29-2018,52,2018-19
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,"Influenza Information""""",Level 10,High,Jan-05-2019,1,2018-19
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,"Influenza Information""""",Level 10,High,Jan-19-2019,3,2018-19
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,"""Influenza Information""",Level 10,High,Jan-26-2019,4,2018-19
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,"Influenza Information""""",Level 02,Minimal,Oct-27-2018,43,2018-19
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,"Influenza Information""""",Level 03,Minimal,Nov-03-2018,44,2018-19
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,"Influenza Information""""",Level 03,Minimal,Nov-10-2018,45,2018-19
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,"Influenza Information""""",Level 03,Minimal,Dec-01-2018,48,2018-19
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,"Influenza Information""""",Level 04,Low,Dec-08-2018,49,2018-19
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,"Influenza Information""""",Level 05,Low,Dec-15-2018,50,2018-19
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,"Influenza Information""""",Level 06,Moderate,Nov-17-2018,46,2018-19
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,"Influenza Information""""",Level 07,Moderate,Nov-24-2018,47,2018-19
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,"Influenza Information""""",Level 07,Moderate,Dec-22-2018,51,2018-19
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,"Influenza Information""""",Level 09,High,Jan-12-2019,2,2018-19
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data""""",Level 01,Minimal,Oct-06-2018,40,2018-19
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data""""",Level 01,Minimal,Oct-13-2018,41,2018-19
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data""""",Level 01,Minimal,Oct-20-2018,42,2018-19
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data""""",Level 01,Minimal,Oct-27-2018,43,2018-19
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data""""",Level 01,Minimal,Nov-03-2018,44,2018-19
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data""""",Level 01,Minimal,Nov-10-2018,45,2018-19
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data""""",Level 02,Minimal,Nov-17-2018,46,2018-19
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data""""",Level 02,Minimal,Nov-24-2018,47,2018-19
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data""""",Level 02,Minimal,Dec-01-2018,48,2018-19
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data""""",Level 02,Minimal,Dec-08-2018,49,2018-19
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data""""",Level 03,Minimal,Dec-15-2018,50,2018-19
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data""""",Level 03,Minimal,Dec-22-2018,51,2018-19
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data""""",Level 03,Minimal,Jan-12-2019,2,2018-19
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data""""",Level 04,Low,Dec-29-2018,52,2018-19
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data""""",Level 04,Low,Jan-19-2019,3,2018-19
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"""Influenza Disease Surveillance Data""",Level 04,Low,Jan-26-2019,4,2018-19
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data""""",Level 05,Low,Jan-05-2019,1,2018-19
Pennsylvania,http://www.flufreepa.com,"Influenza Weekly Report """"",Level 01,Minimal,Oct-06-2018,40,2018-19
Pennsylvania,http://www.flufreepa.com,"Influenza Weekly Report """"",Level 01,Minimal,Oct-13-2018,41,2018-19
Pennsylvania,http://www.flufreepa.com,"Influenza Weekly Report """"",Level 01,Minimal,Oct-20-2018,42,2018-19
Pennsylvania,http://www.flufreepa.com,"Influenza Weekly Report """"",Level 02,Minimal,Nov-03-2018,44,2018-19
Pennsylvania,http://www.flufreepa.com,"Influenza Weekly Report """"",Level 02,Minimal,Nov-10-2018,45,2018-19
Pennsylvania,http://www.flufreepa.com,"Influenza Weekly Report """"",Level 02,Minimal,Nov-17-2018,46,2018-19
Pennsylvania,http://www.flufreepa.com,"Influenza Weekly Report """"",Level 03,Minimal,Oct-27-2018,43,2018-19
Pennsylvania,http://www.flufreepa.com,"Influenza Weekly Report """"",Level 03,Minimal,Nov-24-2018,47,2018-19
Pennsylvania,http://www.flufreepa.com,"Influenza Weekly Report """"",Level 03,Minimal,Dec-01-2018,48,2018-19
Pennsylvania,http://www.flufreepa.com,"Influenza Weekly Report """"",Level 03,Minimal,Dec-08-2018,49,2018-19
Pennsylvania,http://www.flufreepa.com,"Influenza Weekly Report """"",Level 04,Low,Dec-15-2018,50,2018-19
Pennsylvania,http://www.flufreepa.com,"Influenza Weekly Report """"",Level 05,Low,Dec-22-2018,51,2018-19
Pennsylvania,http://www.flufreepa.com,"Influenza Weekly Report """"",Level 05,Low,Jan-12-2019,2,2018-19
Pennsylvania,http://www.flufreepa.com,"Influenza Weekly Report """"",Level 06,Moderate,Jan-19-2019,3,2018-19
Pennsylvania,http://www.flufreepa.com,"Influenza Weekly Report """"",Level 07,Moderate,Dec-29-2018,52,2018-19
Pennsylvania,http://www.flufreepa.com,"Influenza Weekly Report """"",Level 07,Moderate,Jan-05-2019,1,2018-19
Pennsylvania,http://www.flufreepa.com,"""Influenza Weekly Report """,Level 07,Moderate,Jan-26-2019,4,2018-19
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance""""",Level 01,Minimal,Oct-06-2018,40,2018-19
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance""""",Level 01,Minimal,Oct-13-2018,41,2018-19
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance""""",Level 01,Minimal,Oct-20-2018,42,2018-19
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance""""",Level 01,Minimal,Oct-27-2018,43,2018-19
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance""""",Level 01,Minimal,Nov-03-2018,44,2018-19
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance""""",Level 01,Minimal,Nov-10-2018,45,2018-19
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance""""",Level 01,Minimal,Nov-17-2018,46,2018-19
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance""""",Level 01,Minimal,Nov-24-2018,47,2018-19
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance""""",Level 01,Minimal,Dec-01-2018,48,2018-19
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance""""",Level 01,Minimal,Dec-08-2018,49,2018-19
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance""""",Level 01,Minimal,Dec-15-2018,50,2018-19
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"""Influenza Surveillance""",Level 10,High,Jan-26-2019,4,2018-19
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance""""",Level 02,Minimal,Dec-22-2018,51,2018-19
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance""""",Level 04,Low,Jan-05-2019,1,2018-19
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance""""",Level 06,Moderate,Dec-29-2018,52,2018-19
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance""""",Level 07,Moderate,Jan-12-2019,2,2018-19
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance""""",Level 09,High,Jan-19-2019,3,2018-19
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance""""",Level 01,Minimal,Oct-06-2018,40,2018-19
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance""""",Level 01,Minimal,Oct-13-2018,41,2018-19
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance""""",Level 01,Minimal,Oct-20-2018,42,2018-19
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance""""",Level 10,High,Dec-29-2018,52,2018-19
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance""""",Level 10,High,Jan-05-2019,1,2018-19
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"""Influenza Activity and Surveillance""",Level 10,High,Jan-26-2019,4,2018-19
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance""""",Level 03,Minimal,Oct-27-2018,43,2018-19
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance""""",Level 03,Minimal,Nov-03-2018,44,2018-19
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance""""",Level 04,Low,Nov-10-2018,45,2018-19
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance""""",Level 04,Low,Nov-17-2018,46,2018-19
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance""""",Level 05,Low,Nov-24-2018,47,2018-19
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance""""",Level 05,Low,Dec-08-2018,49,2018-19
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance""""",Level 06,Moderate,Dec-01-2018,48,2018-19
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance""""",Level 07,Moderate,Dec-15-2018,50,2018-19
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance""""",Level 07,Moderate,Jan-12-2019,2,2018-19
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance""""",Level 09,High,Dec-22-2018,51,2018-19
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance""""",Level 09,High,Jan-19-2019,3,2018-19
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information""""",Level 01,Minimal,Oct-06-2018,40,2018-19
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information""""",Level 01,Minimal,Oct-13-2018,41,2018-19
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information""""",Level 01,Minimal,Oct-20-2018,42,2018-19
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information""""",Level 01,Minimal,Oct-27-2018,43,2018-19
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information""""",Level 01,Minimal,Nov-03-2018,44,2018-19
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information""""",Level 01,Minimal,Nov-10-2018,45,2018-19
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information""""",Level 01,Minimal,Nov-17-2018,46,2018-19
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information""""",Level 01,Minimal,Nov-24-2018,47,2018-19
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information""""",Level 01,Minimal,Dec-01-2018,48,2018-19
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information""""",Level 01,Minimal,Dec-08-2018,49,2018-19
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information""""",Level 01,Minimal,Dec-15-2018,50,2018-19
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information""""",Level 01,Minimal,Dec-22-2018,51,2018-19
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information""""",Level 01,Minimal,Dec-29-2018,52,2018-19
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information""""",Level 01,Minimal,Jan-05-2019,1,2018-19
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information""""",Level 01,Minimal,Jan-12-2019,2,2018-19
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information""""",Level 03,Minimal,Jan-19-2019,3,2018-19
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"""Influenza Information""",Level 04,Low,Jan-26-2019,4,2018-19
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,"Influenza-Like Illness Surveillance Summary Archive""""",Level 01,Minimal,Oct-06-2018,40,2018-19
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,"Influenza-Like Illness Surveillance Summary Archive""""",Level 01,Minimal,Oct-13-2018,41,2018-19
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,"Influenza-Like Illness Surveillance Summary Archive""""",Level 01,Minimal,Oct-20-2018,42,2018-19
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,"Influenza-Like Illness Surveillance Summary Archive""""",Level 01,Minimal,Oct-27-2018,43,2018-19
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,"Influenza-Like Illness Surveillance Summary Archive""""",Level 01,Minimal,Nov-03-2018,44,2018-19
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,"Influenza-Like Illness Surveillance Summary Archive""""",Level 01,Minimal,Nov-10-2018,45,2018-19
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,"Influenza-Like Illness Surveillance Summary Archive""""",Level 01,Minimal,Nov-17-2018,46,2018-19
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,"Influenza-Like Illness Surveillance Summary Archive""""",Level 01,Minimal,Nov-24-2018,47,2018-19
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,"Influenza-Like Illness Surveillance Summary Archive""""",Level 01,Minimal,Dec-01-2018,48,2018-19
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,"Influenza-Like Illness Surveillance Summary Archive""""",Level 01,Minimal,Dec-08-2018,49,2018-19
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,"Influenza-Like Illness Surveillance Summary Archive""""",Level 01,Minimal,Dec-22-2018,51,2018-19
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,"Influenza-Like Illness Surveillance Summary Archive""""",Level 01,Minimal,Jan-12-2019,2,2018-19
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,"Influenza-Like Illness Surveillance Summary Archive""""",Level 02,Minimal,Dec-15-2018,50,2018-19
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,"Influenza-Like Illness Surveillance Summary Archive""""",Level 02,Minimal,Jan-19-2019,3,2018-19
